year;male;CGT;tx0;tx1;tx2;tx3;tx4;tx5;tx6;tx7;tx8;tx9;tx10;tx11;tx12;tx13;tx14;tx15;tx16;tx17;tx18;tx19;tx20;tx21;tx22;tx23;tx24;tx25;tx26;tx27;tx28;tx29;tx30;tx31;tx32;tx33;tx34;tx35;tx36;tx37;tx38;tx39;tx40;tx41;tx42;tx43;tx44;tx45;tx46;tx47;tx48;tx49;tx50;tx51;tx52;tx53;tx54;tx55;tx56;tx57;tx58;tx59;tx60;tx61;tx62;tx63;tx64;tx65;tx66;tx67;tx68;tx69;tx70;tx71;tx72;tx73;tx74;tx75;tx76;tx77;tx78;tx79;tx80;tx81;tx82;tx83;tx84;tx85;tx86;tx87;tx88;tx89;tx90;tx91;tx92;tx93;tx94;tx95;tx96;tx97;tx98;tx99;tx100;tx101;tx102;tx103;tx104;tx105;tx106;tx107;tx108;tx109;tx110
2015;0;24;.00042736;.00012182;.00009347;.00007592;.00006528;.00005941;.00005724;.00005839;.00006304;.00007086;.00008033;.00009051;.00010136;.00011281;.0001248;.0001383;.00015588;.00018;.00020939;.00023796;.00026049;.00027466;.00027896;.0002729;.00026107;.00025194;.00024922;.0002527;.00026265;.00027983;.0003037;.00033173;.00036257;.00039655;.00043399;.00047529;.00052086;.00057117;.00062676;.00068822;.0007562;.00083145;.0009148;.00100716;.0011096;.00122326;.00134948;.00148971;.00164562;.00181907;.00201147;.00222349;.0024563;.00271176;.0029919;.00329891;.00363512;.0040031;.00440559;.00484554;.00532613;.0058508;.00642323;.0070474;.00772756;.0084683;.00927454;.01015156;.01110504;.01214107;.01327684;.01454445;.01597294;.01758598;.01941127;.02148124;.02383407;.02651478;.0295767;.0330832;.03710997;.04174774;.0471059;.05331704;.06054293;.06898224;.07888097;.09054638;.10436615;.12083508;.14013307;.16206185;.18663876;.21406281;.24263018;.27289318;.30763953;.345865;.38769399;.43320056;.48239661;.53522081;.59152904;.65108767;.71357061;.77856107;.84555876;.91399252;.98323812;1;1
2015;1;24;.00048361;.00015671;.00013716;.00012014;.0001053;.00009237;.00008108;.00007123;.00006261;.00005649;.00005529;.00006041;.00007368;.00010031;.00015245;.00023945;.00034411;.00043216;.00048925;.00052837;.00055982;.00058192;.00059344;.00059373;.00058698;.0005818;.0005824;.0005888;.0006012;.00061996;.00064456;.00067333;.00070558;.00074168;.00078205;.00082719;.00087766;.00093411;.00099729;.00106806;.00114742;.00123652;.0013367;.00144951;.00157675;.00172052;.00188327;.00206786;.00227767;.00251664;.00278688;.00308768;.00341986;.00378657;.00419129;.00463783;.00513038;.00567353;.00627233;.0069323;.00765953;.00846069;.0093431;.01031482;.01138469;.01256243;.01385872;.01528533;.0168552;.01858259;.02049073;.02261528;.02499178;.0276539;.03064041;.03399611;.03777287;.042031;.04684084;.05228475;.05845959;.0654798;.07348131;.08262654;.09311074;.10517039;.11909415;.13523759;.1540431;.17606739;.20118156;.22895962;.25965283;.29343188;.32989876;.36852514;.40987252;.45448846;.50235043;.55337393;.60740636;.6642232;.72352721;.78495111;.84806415;.91238254;.97738326;1;1;1;1
2016;0;24;.00042151;.00011945;.00009172;.00007455;.00006414;.00005841;.00005631;.00005746;.00006206;.00006979;.00007915;.00008922;.00009997;.00011133;.00012323;.00013666;.00015413;.00017808;.00020726;.00023566;.00025808;.00027222;.00027656;.00027062;.00025893;.0002499;.00024721;.00025067;.00026053;.00027754;.00030117;.00032891;.00035944;.00039307;.00043013;.000471;.00051609;.00056588;.00062088;.00068169;.00074895;.0008234;.00090586;.00099724;.00109858;.00121102;.00133588;.00147461;.00162885;.00180044;.00199078;.00220053;.00243084;.00268357;.00296071;.00326442;.00359705;.00396111;.00435932;.00479461;.00527013;.00578928;.00635571;.00697337;.00764647;.00837956;.00917753;.01004561;.01098943;.01201504;.0131396;.01439516;.01581062;.01740959;.01921971;.02127338;.02360874;.0262708;.0293129;.03279849;.03680335;.04141845;.04675349;.05294156;.06014511;.06856387;.07844528;.09009872;.10391483;.12039272;.13968752;.16158719;.18612887;.21351053;.24204163;.27227014;.30696091;.34512076;.38687366;.43229351;.48139248;.53410986;.5903027;.64973905;.71209501;.77695651;.84382638;.91213683;.98126714;1;1
2016;1;24;.00047419;.00015278;.0001334;.00011664;.00010211;.00008951;.00007858;.00006907;.00006079;.00005494;.00005385;.00005892;.00007193;.000098;.000149;.00023411;.0003366;.00042309;.00047948;.00051836;.00054972;.00057186;.00058355;.00058412;.00057772;.00057283;.00057364;.00058016;.0005926;.00061133;.00063581;.00066442;.00069644;.00073224;.00077224;.00081693;.00086685;.00092265;.00098505;.0010549;.00113317;.00122099;.00131965;.00143067;.0015558;.00169709;.0018569;.00203803;.00224373;.00247781;.00274236;.00303673;.00336177;.00372059;.00411659;.00455353;.00503553;.00556711;.00615324;.00679941;.0075116;.00829644;.00916118;.01011382;.01116314;.01231882;.0135915;.01499294;.01653607;.01823516;.0201136;.02220679;.02454991;.02717662;.03012572;.03344209;.03717777;.04139331;.04615942;.05155899;.05768963;.0646668;.07262783;.08173701;.09219214;.10423313;.11815328;.13431445;.15316769;.17528163;.2004275;.22812632;.25872185;.29238251;.32873044;.36723565;.40842627;.45286257;.50052206;.551321;.60510842;.66166233;.72068898;.78182551;.84464649;.90867404;.97339155;1;1;1;1
2017;0;24;.00041578;.00011715;.00009002;.00007321;.00006302;.00005742;.00005539;.00005654;.0000611;.00006873;.00007798;.00008795;.00009859;.00010986;.00012169;.00013503;.0001524;.00017618;.00020516;.00023338;.00025569;.00026979;.00027416;.00026832;.00025677;.00024784;.00024519;.00024861;.00025838;.00027523;.00029862;.00032608;.0003563;.00038958;.00042626;.00046671;.00051133;.0005606;.00061502;.00067519;.00074174;.0008154;.00089698;.00098738;.00108764;.00119889;.00132241;.00145965;.00161223;.00178198;.00197028;.00217778;.00240562;.00265564;.00292981;.00323028;.00355936;.00391953;.00431351;.00474417;.00521466;.00572834;.00628882;.00690002;.00756612;.00829162;.00908136;.00994055;.01087477;.01189001;.01300343;.01424699;.01564947;.01723443;.01902944;.02106686;.02338479;.02602824;.02905057;.03251527;.03649827;.04109072;.04640265;.05256766;.0597489;.06814714;.07801131;.08965289;.10346556;.11995276;.13924553;.16111837;.18562777;.21297073;.24146908;.27166678;.30630739;.34440798;.38609212;.43143364;.48044487;.53306574;.58915435;.64848026;.7107216;.77546676;.84222139;.91042079;.9794474;1;1
2017;1;24;.00046497;.00014899;.00012979;.00011328;.00009905;.00008678;.00007618;.000067;.00005904;.00005344;.00005247;.00005747;.00007024;.00009576;.00014566;.00022892;.0003293;.00041425;.00046994;.00050856;.00053979;.00056195;.00057379;.00057464;.00056856;.00056396;.00056495;.00057159;.00058406;.00060273;.0006271;.00065552;.0006873;.0007228;.00076243;.00080666;.00085603;.00091117;.00097279;.00104172;.0011189;.00120544;.0013026;.00141186;.00153491;.00167374;.00183067;.00200839;.00221006;.00243937;.00269835;.00298645;.00330453;.00365565;.00404315;.00447073;.00494244;.00546274;.00603653;.00666922;.00736674;.00813563;.0089831;.00991705;.01094624;.01208028;.01332978;.01470644;.0162232;.01789434;.01974345;.02180574;.02411593;.02670767;.02961978;.03289723;.03659219;.04076547;.04548812;.05084355;.0569301;.06386424;.07178467;.08085755;.09128319;.1033049;.11722063;.13339855;.15229835;.17450067;.1996781;.22729931;.25779922;.29134404;.32757561;.36596231;.4069997;.45126044;.49872209;.54930167;.60284978;.65914693;.71790279;.77875882;.84129473;.90503845;.96947957;1;1;1;1
2018;0;24;.00041017;.00011492;.00008835;.0000719;.00006192;.00005645;.00005447;.00005564;.00006014;.00006768;.00007683;.00008669;.00009723;.00010841;.00012016;.00013343;.00015068;.0001743;.00020309;.00023113;.00025332;.00026737;.00027177;.00026603;.00025461;.00024577;.00024315;.00024654;.00025621;.00027289;.00029605;.00032323;.00035315;.00038609;.00042239;.00046241;.00050658;.00055533;.00060919;.00066872;.00073457;.00080745;.00088816;.0009776;.00107679;.00118685;.00130905;.00144482;.00159577;.0017637;.00194998;.00215525;.00238065;.00262799;.00289922;.00319647;.00352203;.00387836;.00426814;.00469423;.00515973;.00566798;.00622257;.00682736;.0074865;.00820447;.00898605;.00983641;.01076108;.01176601;.01286834;.01409997;.01548953;.01706054;.0188405;.02086173;.0231623;.02578719;.02878978;.03223364;.0361948;.04076463;.04605349;.05219545;.05935441;.06773216;.07757913;.08920894;.10301833;.11951514;.13880691;.16065496;.18513474;.21244237;.24091117;.27108139;.30567676;.34372386;.38534595;.43061672;.47954873;.53208246;.58807695;.64730319;.70944114;.77408142;.84073224;.90883171;.97776514;1;1
2018;1;24;.00045594;.00014533;.00012631;.00011005;.00009612;.00008417;.00007388;.00006502;.00005736;.000052;.00005113;.00005608;.0000686;.00009359;.00014241;.00022388;.0003222;.00040562;.00046061;.00049894;.00053004;.0005522;.00056417;.00056528;.00055951;.00055517;.00055635;.00056309;.00057557;.00059419;.00061843;.00064666;.00067819;.00071337;.00075261;.00079638;.00084519;.00089967;.00096051;.00102852;.00110462;.00118989;.00128556;.00139307;.00151407;.00165049;.00180458;.00197896;.00217667;.00240132;.00265487;.00293684;.00324814;.00359175;.00397096;.00438942;.00485109;.00536038;.00592213;.00654167;.00722486;.00797818;.00880875;.00972443;.01073389;.0118467;.01307341;.01442571;.01591648;.01756001;.01938018;.021412;.02368969;.02624689;.02912243;.03236136;.03601598;.04014731;.04482677;.05013828;.05618086;.06307199;.07095171;.07998803;.09038376;.10238562;.11629615;.13248983;.15143503;.17372448;.19893332;.22647849;.25688479;.29031626;.326434;.36470478;.40559239;.44968156;.49694988;.54731515;.60062953;.65667594;.71516739;.77574959;.83800723;.90147392;.9656453;1;1;1;1
2019;0;24;.00040466;.00011275;.00008673;.00007061;.00006085;.0000555;.00005358;.00005474;.0000592;.00006665;.00007569;.00008544;.00009589;.00010698;.00011865;.00013184;.00014899;.00017245;.00020103;.00022889;.00025096;.00026496;.00026939;.00026374;.00025244;.00024369;.00024109;.00024445;.00025402;.00027054;.00029347;.00032037;.00034998;.00038259;.00041852;.00045813;.00050183;.00055008;.00060337;.00066228;.00072743;.00079954;.0008794;.0009679;.00106603;.00117491;.00129581;.00143013;.00157946;.00174559;.00192987;.00213295;.00235593;.00260061;.00286893;.003163;.00348507;.0038376;.00422322;.00464477;.00510534;.00560821;.00615695;.00675539;.00740763;.00811812;.0088916;.00973319;.01064838;.01164306;.01273437;.01395412;.01533084;.01688796;.01865294;.02065805;.02294131;.0255477;.02853062;.03195368;.03589305;.0404403;.04570611;.05182504;.05896172;.067319;.0771488;.08876691;.10257315;.1190798;.13837147;.1601966;.18464918;.21192451;.24036665;.27051243;.30506703;.3430659;.384632;.42983894;.47869946;.53115454;.58706413;.64620049;.70824524;.77279104;.83934844;.90735809;.97620791;1;1
2019;1;24;.00044709;.00014178;.00012295;.00010695;.00009331;.00008166;.00007168;.00006312;.00005575;.00005061;.00004984;.00005473;.00006701;.00009148;.00013925;.00021897;.00031528;.00039721;.00045148;.00048952;.00052046;.0005426;.00055469;.00055603;.00055057;.00054649;.00054784;.00055466;.00056715;.0005857;.00060979;.00063782;.00066909;.00070396;.00074281;.0007861;.00083435;.00088817;.00094822;.00101531;.00109034;.00117435;.00126854;.00137432;.0014933;.00162734;.00177864;.00194973;.00214358;.00236366;.0026119;.0028879;.00319258;.00352887;.0039;.00430955;.00476145;.00526001;.00581001;.00641671;.00708591;.007824;.00863805;.00953584;.01052597;.01161796;.0128223;.01415062;.01561578;.01723205;.01902365;.02102543;.02327106;.02579414;.02863354;.03183433;.03544897;.0395387;.04417525;.04944302;.05544176;.0622899;.07012882;.07912834;.08949377;.10147518;.11537973;.13158821;.15057768;.17295299;.19819311;.22566378;.25597843;.28929897;.32530535;.36346274;.40420394;.44812542;.49520483;.54536072;.59844676;.65424829;.71248156;.7727964;.83478241;.89797869;.96188678;1;1;1;1
